<100,0.015690042
>=100 & <200,0.103578154
>=200 & <300,0.227272727
>=300 & <400,0.262820513
>=400 & <500,0.49
>=500 & <600,0.5
>=600 & <700,0.469565217
>=700 & <800,0.814285714
>=800 & <900,0.517857143
>=900 & <1000,1.285714286
>=1000,2.039473684
