file,repetitiveCodeLines,DeadCodesAfterReturn,MultipleReturnStatementsInFunction,LongStatements,MultipleSameFunctionNames,LongClassOrMethod,LongLoopBlocks,LongConditionalBlocks,LongParameterList,numberOfLines 
./OpenStack/ironic/ironic/api/middleware/__init__.py,0,0,0,0,0,0,0,0,0,26
./OpenStack/ironic/ironic/common/glance_service/image_service.py,0,1,6,0,0,2,0,0,0,424
./OpenStack/ironic/ironic/common/glance_service/service_utils.py,0,1,2,0,0,0,0,0,0,137
./OpenStack/ironic/ironic/common/glance_service/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/ironic/ironic/db/sqlalchemy/api.py,61,3,15,0,0,9,0,3,0,2624
./OpenStack/ironic/ironic/db/sqlalchemy/migration.py,2,0,0,0,0,0,0,0,0,113
./OpenStack/ironic/ironic/db/sqlalchemy/models.py,8,0,1,0,0,1,0,0,0,514
./OpenStack/ironic/ironic/db/sqlalchemy/__init__.py,0,0,0,0,0,0,0,0,0,18
./OpenStack/ironic/ironic/drivers/modules/agent.py,13,2,4,0,5,7,0,3,0,918
./OpenStack/ironic/ironic/drivers/modules/agent_base.py,10,2,11,0,4,9,0,5,0,1349
./OpenStack/ironic/ironic/drivers/modules/agent_client.py,23,1,6,0,0,3,0,1,1,758
./OpenStack/ironic/ironic/drivers/modules/agent_power.py,0,0,3,0,0,3,0,0,0,216
./OpenStack/ironic/ironic/drivers/modules/boot_mode_utils.py,5,1,2,0,0,2,0,0,0,319
./OpenStack/ironic/ironic/drivers/modules/console_utils.py,7,1,1,0,1,3,0,1,0,497
./OpenStack/ironic/ironic/drivers/modules/deploy_utils.py,4,1,5,0,0,8,0,3,0,1506
./OpenStack/ironic/ironic/drivers/modules/fake.py,5,1,0,0,1,1,0,0,0,382
./OpenStack/ironic/ironic/drivers/modules/image_cache.py,9,0,5,0,0,3,0,4,1,489
./OpenStack/ironic/ironic/drivers/modules/image_utils.py,18,3,6,0,1,6,0,5,0,689
./OpenStack/ironic/ironic/drivers/modules/inspector.py,3,0,4,0,0,3,0,0,0,389
./OpenStack/ironic/ironic/drivers/modules/inspect_utils.py,6,0,1,0,0,1,0,0,0,219
./OpenStack/ironic/ironic/drivers/modules/ipmitool.py,33,3,9,0,8,9,0,4,0,1656
./OpenStack/ironic/ironic/drivers/modules/ipxe.py,0,0,0,0,0,0,0,0,0,34
./OpenStack/ironic/ironic/drivers/modules/noop.py,0,0,0,0,0,0,0,0,0,83
./OpenStack/ironic/ironic/drivers/modules/noop_mgmt.py,0,0,0,0,0,0,0,0,0,58
./OpenStack/ironic/ironic/drivers/modules/pxe.py,0,0,3,0,0,0,0,1,0,177
./OpenStack/ironic/ironic/drivers/modules/pxe_base.py,2,2,2,0,0,3,0,0,0,447
./OpenStack/ironic/ironic/drivers/modules/ramdisk.py,0,0,0,0,0,0,0,0,0,100
./OpenStack/ironic/ironic/drivers/modules/snmp.py,25,0,6,0,5,13,0,7,0,1529
./OpenStack/ironic/ironic/drivers/modules/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/ironic/ironic/tests/functional/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/ironic/ironic/tests/unit/policy_fixture.py,0,0,0,0,0,0,0,0,0,50
./OpenStack/ironic/ironic/tests/unit/raid_constants.py,18,0,0,0,0,0,0,0,0,347
./OpenStack/ironic/ironic/tests/unit/stubs.py,5,0,0,0,3,0,0,0,0,260
./OpenStack/ironic/ironic/tests/unit/test_base.py,2,0,0,0,0,0,0,0,0,81
./OpenStack/ironic/ironic/tests/unit/__init__.py,0,0,0,0,0,0,0,0,0,45
./OpenStack/keystone/keystone/api/_shared/authentication.py,2,0,1,0,0,3,0,2,0,251
./OpenStack/keystone/keystone/api/_shared/EC2_S3_Resource.py,0,0,0,0,0,2,0,1,0,185
./OpenStack/keystone/keystone/api/_shared/implied_roles.py,0,0,0,0,0,0,0,0,0,50
./OpenStack/keystone/keystone/api/_shared/json_home_relations.py,0,0,0,0,0,0,0,0,0,95
./OpenStack/keystone/keystone/api/_shared/saml.py,0,0,2,0,0,1,0,0,0,76
./OpenStack/keystone/keystone/api/_shared/__init__.py,0,0,0,0,0,0,0,0,0,9
./OpenStack/keystone/keystone/application_credential/backends/base.py,2,0,0,0,0,1,0,0,0,131
./OpenStack/keystone/keystone/application_credential/backends/sql.py,6,0,1,0,0,1,0,1,0,264
./OpenStack/keystone/keystone/application_credential/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/assignment/backends/base.py,3,0,0,0,0,1,0,0,2,206
./OpenStack/keystone/keystone/assignment/backends/sql.py,18,0,2,0,0,1,0,0,4,414
./OpenStack/keystone/keystone/assignment/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/assignment/role_backends/base.py,0,0,0,0,0,1,0,0,0,138
./OpenStack/keystone/keystone/assignment/role_backends/resource_options.py,0,0,0,0,0,0,0,0,0,29
./OpenStack/keystone/keystone/assignment/role_backends/sql.py,0,0,1,0,0,1,0,0,0,151
./OpenStack/keystone/keystone/assignment/role_backends/sql_model.py,1,0,0,0,1,0,0,0,0,114
./OpenStack/keystone/keystone/assignment/role_backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/auth/plugins/application_credential.py,0,0,0,0,0,0,0,0,0,41
./OpenStack/keystone/keystone/auth/plugins/base.py,2,0,0,0,0,1,0,0,0,93
./OpenStack/keystone/keystone/auth/plugins/core.py,1,1,1,0,2,2,0,0,0,262
./OpenStack/keystone/keystone/auth/plugins/external.py,0,0,0,0,1,0,0,0,0,95
./OpenStack/keystone/keystone/auth/plugins/mapped.py,5,0,0,0,0,1,0,2,0,375
./OpenStack/keystone/keystone/auth/plugins/oauth1.py,0,0,0,0,0,0,0,0,0,70
./OpenStack/keystone/keystone/auth/plugins/password.py,0,0,0,0,0,0,0,0,0,45
./OpenStack/keystone/keystone/auth/plugins/token.py,0,0,0,0,0,1,0,0,0,127
./OpenStack/keystone/keystone/auth/plugins/totp.py,0,0,0,0,0,0,0,0,0,123
./OpenStack/keystone/keystone/auth/plugins/__init__.py,0,0,0,0,0,0,0,0,0,15
./OpenStack/keystone/keystone/catalog/backends/base.py,12,0,0,0,0,0,0,0,0,497
./OpenStack/keystone/keystone/catalog/backends/sql.py,3,1,2,0,0,3,0,1,0,627
./OpenStack/keystone/keystone/catalog/backends/templated.py,4,0,0,0,0,3,0,1,0,343
./OpenStack/keystone/keystone/catalog/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/cmd/doctor/caching.py,0,0,1,0,0,0,0,0,0,60
./OpenStack/keystone/keystone/cmd/doctor/credential.py,6,0,0,0,0,0,0,0,0,75
./OpenStack/keystone/keystone/cmd/doctor/database.py,0,0,0,0,0,0,0,0,0,29
./OpenStack/keystone/keystone/cmd/doctor/debug.py,0,0,0,0,0,0,0,0,0,28
./OpenStack/keystone/keystone/cmd/doctor/federation.py,0,0,0,0,0,0,0,0,0,36
./OpenStack/keystone/keystone/cmd/doctor/ldap.py,7,0,2,0,0,1,0,0,0,145
./OpenStack/keystone/keystone/cmd/doctor/security_compliance.py,0,0,1,0,0,0,0,0,0,64
./OpenStack/keystone/keystone/cmd/doctor/tokens.py,0,0,0,0,0,0,0,0,0,35
./OpenStack/keystone/keystone/cmd/doctor/tokens_fernet.py,6,0,0,0,0,0,0,0,0,53
./OpenStack/keystone/keystone/cmd/doctor/__init__.py,0,1,1,0,0,0,0,0,0,79
./OpenStack/keystone/keystone/common/cache/core.py,0,0,1,0,1,0,0,0,0,183
./OpenStack/keystone/keystone/common/cache/_context_cache.py,0,0,1,0,0,1,0,0,0,106
./OpenStack/keystone/keystone/common/cache/__init__.py,0,0,0,0,0,0,0,0,0,15
./OpenStack/keystone/keystone/common/policies/access_rule.py,0,0,0,0,0,0,0,0,0,62
./OpenStack/keystone/keystone/common/policies/access_token.py,0,0,0,0,0,0,0,0,0,71
./OpenStack/keystone/keystone/common/policies/application_credential.py,2,0,0,0,0,0,0,0,0,86
./OpenStack/keystone/keystone/common/policies/auth.py,5,0,0,0,0,0,0,0,0,84
./OpenStack/keystone/keystone/common/policies/base.py,0,0,0,0,0,0,0,0,0,92
./OpenStack/keystone/keystone/common/policies/consumer.py,2,0,0,0,0,0,0,0,0,99
./OpenStack/keystone/keystone/common/policies/credential.py,2,0,0,0,0,0,0,0,0,104
./OpenStack/keystone/keystone/common/policies/domain.py,2,0,0,0,0,0,0,0,0,106
./OpenStack/keystone/keystone/common/policies/domain_config.py,14,0,0,0,0,0,0,0,0,226
./OpenStack/keystone/keystone/common/policies/ec2_credential.py,3,0,0,0,0,0,0,0,0,91
./OpenStack/keystone/keystone/common/policies/endpoint.py,1,0,0,0,0,0,0,0,0,94
./OpenStack/keystone/keystone/common/policies/endpoint_group.py,2,0,0,0,0,0,0,0,0,210
./OpenStack/keystone/keystone/common/policies/grant.py,10,0,0,0,0,0,0,0,0,342
./OpenStack/keystone/keystone/common/policies/group.py,3,0,0,0,0,0,0,0,0,208
./OpenStack/keystone/keystone/common/policies/identity_provider.py,4,0,0,0,0,0,0,0,0,123
./OpenStack/keystone/keystone/common/policies/implied_role.py,7,1,0,0,0,0,0,0,0,144
./OpenStack/keystone/keystone/common/policies/limit.py,0,0,0,0,0,0,0,0,0,82
./OpenStack/keystone/keystone/common/policies/mapping.py,4,0,0,0,0,0,0,0,0,124
./OpenStack/keystone/keystone/common/policies/policy.py,2,0,0,0,0,0,0,0,0,105
./OpenStack/keystone/keystone/common/policies/policy_association.py,2,0,0,0,0,0,0,0,0,224
./OpenStack/keystone/keystone/common/policies/project.py,5,0,0,0,0,0,0,0,0,250
./OpenStack/keystone/keystone/common/policies/project_endpoint.py,2,0,0,0,0,0,0,0,0,121
./OpenStack/keystone/keystone/common/policies/protocol.py,2,0,0,0,0,0,0,0,0,108
./OpenStack/keystone/keystone/common/policies/region.py,2,0,0,0,0,0,0,0,0,97
./OpenStack/keystone/keystone/common/policies/registered_limit.py,0,0,0,0,0,0,0,0,0,61
./OpenStack/keystone/keystone/common/policies/revoke_event.py,0,0,0,0,0,0,0,0,0,33
./OpenStack/keystone/keystone/common/policies/role.py,6,0,0,0,0,0,0,0,0,187
./OpenStack/keystone/keystone/common/policies/role_assignment.py,0,0,0,0,0,0,0,0,0,73
./OpenStack/keystone/keystone/common/policies/service.py,2,0,0,0,0,0,0,0,0,99
./OpenStack/keystone/keystone/common/policies/service_provider.py,5,0,0,0,0,0,0,0,0,128
./OpenStack/keystone/keystone/common/policies/token.py,2,0,0,0,0,0,0,0,0,82
./OpenStack/keystone/keystone/common/policies/token_revocation.py,0,1,0,0,0,0,0,0,0,45
./OpenStack/keystone/keystone/common/policies/trust.py,2,0,0,0,0,0,0,0,0,147
./OpenStack/keystone/keystone/common/policies/user.py,5,0,0,0,0,0,0,0,0,141
./OpenStack/keystone/keystone/common/policies/__init__.py,0,0,0,0,0,0,0,0,0,87
./OpenStack/keystone/keystone/common/rbac_enforcer/enforcer.py,0,0,4,0,0,2,0,7,1,478
./OpenStack/keystone/keystone/common/rbac_enforcer/policy.py,0,0,1,0,0,0,0,0,0,42
./OpenStack/keystone/keystone/common/rbac_enforcer/__init__.py,0,0,0,0,0,0,0,0,0,16
./OpenStack/keystone/keystone/common/resource_options/core.py,0,1,2,0,1,2,0,0,0,233
./OpenStack/keystone/keystone/common/resource_options/__init__.py,0,0,0,0,0,0,0,0,0,13
./OpenStack/keystone/keystone/common/sql/core.py,9,1,9,0,5,4,0,1,0,585
./OpenStack/keystone/keystone/common/sql/upgrades.py,11,0,2,0,0,1,0,0,0,348
./OpenStack/keystone/keystone/common/sql/__init__.py,0,0,0,0,0,0,0,0,0,15
./OpenStack/keystone/keystone/common/validation/parameter_types.py,1,0,0,0,0,0,0,0,0,76
./OpenStack/keystone/keystone/common/validation/validators.py,0,0,0,0,0,0,0,2,0,89
./OpenStack/keystone/keystone/common/validation/__init__.py,0,0,0,0,0,0,0,0,0,51
./OpenStack/keystone/keystone/credential/backends/base.py,0,0,0,0,0,1,0,0,0,117
./OpenStack/keystone/keystone/credential/backends/sql.py,0,0,0,0,1,1,0,0,0,120
./OpenStack/keystone/keystone/credential/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/credential/providers/core.py,0,0,0,0,0,0,0,0,0,35
./OpenStack/keystone/keystone/credential/providers/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/endpoint_policy/backends/base.py,8,0,0,0,0,1,0,0,0,161
./OpenStack/keystone/keystone/endpoint_policy/backends/sql.py,3,0,0,0,0,1,0,0,0,141
./OpenStack/keystone/keystone/endpoint_policy/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/federation/backends/base.py,17,0,0,0,0,1,0,0,0,366
./OpenStack/keystone/keystone/federation/backends/sql.py,10,0,0,0,2,1,0,0,0,403
./OpenStack/keystone/keystone/federation/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/identity/backends/base.py,16,0,1,0,0,1,0,1,0,452
./OpenStack/keystone/keystone/identity/backends/resource_options.py,0,0,0,0,0,0,0,0,0,133
./OpenStack/keystone/keystone/identity/backends/sql.py,4,1,5,0,0,1,0,0,0,452
./OpenStack/keystone/keystone/identity/backends/sql_model.py,7,0,8,0,5,1,0,1,0,448
./OpenStack/keystone/keystone/identity/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/identity/id_generators/sha256.py,0,0,0,0,0,0,0,0,0,32
./OpenStack/keystone/keystone/identity/id_generators/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/identity/mapping_backends/base.py,0,0,0,0,0,0,0,0,0,92
./OpenStack/keystone/keystone/identity/mapping_backends/mapping.py,0,0,0,0,0,0,0,0,0,18
./OpenStack/keystone/keystone/identity/mapping_backends/sql.py,0,0,1,0,0,1,0,0,0,108
./OpenStack/keystone/keystone/identity/mapping_backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/identity/shadow_backends/base.py,1,0,1,0,0,1,0,0,0,155
./OpenStack/keystone/keystone/identity/shadow_backends/sql.py,2,0,1,0,1,2,0,0,0,252
./OpenStack/keystone/keystone/identity/shadow_backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/limit/backends/base.py,1,0,0,0,0,1,0,0,0,175
./OpenStack/keystone/keystone/limit/backends/sql.py,2,0,3,0,4,2,0,0,0,317
./OpenStack/keystone/keystone/limit/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/limit/models/base.py,0,0,0,0,0,0,0,0,0,53
./OpenStack/keystone/keystone/limit/models/flat.py,0,0,0,0,0,0,0,0,0,28
./OpenStack/keystone/keystone/limit/models/strict_two_level.py,11,0,0,0,0,2,0,1,0,161
./OpenStack/keystone/keystone/limit/models/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/oauth1/backends/base.py,0,0,0,0,0,1,0,0,0,217
./OpenStack/keystone/keystone/oauth1/backends/sql.py,1,0,0,0,2,1,0,0,0,257
./OpenStack/keystone/keystone/oauth1/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/policy/backends/base.py,0,0,0,0,0,0,0,0,1,75
./OpenStack/keystone/keystone/policy/backends/rules.py,0,0,0,0,0,0,0,0,0,49
./OpenStack/keystone/keystone/policy/backends/sql.py,0,0,0,0,0,0,0,0,0,71
./OpenStack/keystone/keystone/policy/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/receipt/providers/base.py,0,0,0,0,0,0,0,0,0,51
./OpenStack/keystone/keystone/receipt/providers/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/resource/backends/base.py,0,0,0,0,0,1,0,0,0,271
./OpenStack/keystone/keystone/resource/backends/resource_options.py,0,0,0,0,0,0,0,0,0,29
./OpenStack/keystone/keystone/resource/backends/sql.py,3,0,6,0,0,2,0,0,0,350
./OpenStack/keystone/keystone/resource/backends/sql_model.py,0,0,1,0,1,1,0,0,0,135
./OpenStack/keystone/keystone/resource/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/resource/config_backends/base.py,2,0,0,0,0,1,0,0,1,148
./OpenStack/keystone/keystone/resource/config_backends/sql.py,7,1,2,0,1,1,0,0,3,156
./OpenStack/keystone/keystone/resource/config_backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/revoke/backends/base.py,0,0,0,0,0,0,0,0,0,61
./OpenStack/keystone/keystone/revoke/backends/sql.py,0,0,1,0,0,1,0,1,0,141
./OpenStack/keystone/keystone/revoke/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/server/flask/application.py,0,0,3,0,0,2,0,0,0,176
./OpenStack/keystone/keystone/server/flask/common.py,8,1,7,0,0,7,0,5,0,1065
./OpenStack/keystone/keystone/server/flask/core.py,0,0,0,0,0,1,0,0,0,178
./OpenStack/keystone/keystone/server/flask/__init__.py,0,0,0,0,0,0,0,0,0,32
./OpenStack/keystone/keystone/tests/common/auth.py,0,0,0,0,0,1,0,0,0,149
./OpenStack/keystone/keystone/tests/common/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/tests/functional/core.py,0,0,0,0,0,1,0,0,0,88
./OpenStack/keystone/keystone/tests/functional/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/tests/hacking/checks.py,0,0,4,0,1,2,0,1,0,328
./OpenStack/keystone/keystone/tests/hacking/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/tests/protection/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/tests/unit/base_classes.py,1,0,0,0,0,1,0,0,0,86
./OpenStack/keystone/keystone/tests/unit/core.py,20,1,11,0,3,6,0,1,0,1070
./OpenStack/keystone/keystone/tests/unit/default_fixtures.py,11,0,0,0,0,0,0,0,0,186
./OpenStack/keystone/keystone/tests/unit/fakeldap.py,6,1,6,0,2,4,0,1,1,645
./OpenStack/keystone/keystone/tests/unit/federation_fixtures.py,0,0,0,0,0,0,0,0,0,28
./OpenStack/keystone/keystone/tests/unit/filtering.py,0,0,0,0,0,1,0,0,0,135
./OpenStack/keystone/keystone/tests/unit/identity_mapping.py,0,0,0,0,0,0,0,0,0,22
./OpenStack/keystone/keystone/tests/unit/mapping_fixtures.py,195,0,0,0,0,0,0,0,0,1868
./OpenStack/keystone/keystone/tests/unit/rest.py,0,0,0,0,0,1,0,0,0,219
./OpenStack/keystone/keystone/tests/unit/test_app_config.py,3,0,0,0,0,1,0,0,0,136
./OpenStack/keystone/keystone/tests/unit/test_associate_project_endpoint_extension.py,92,2,0,0,0,10,0,0,0,1463
./OpenStack/keystone/keystone/tests/unit/test_auth_plugin.py,8,0,1,0,1,3,0,0,0,218
./OpenStack/keystone/keystone/tests/unit/test_backend_endpoint_policy.py,17,0,0,0,0,3,0,0,0,286
./OpenStack/keystone/keystone/tests/unit/test_backend_endpoint_policy_sql.py,0,0,0,0,0,0,0,0,0,38
./OpenStack/keystone/keystone/tests/unit/test_backend_federation_sql.py,0,0,0,0,0,0,0,0,0,54
./OpenStack/keystone/keystone/tests/unit/test_backend_id_mapping_sql.py,21,2,0,0,0,4,0,0,0,424
./OpenStack/keystone/keystone/tests/unit/test_backend_ldap.py,216,7,5,0,27,19,0,0,0,3403
./OpenStack/keystone/keystone/tests/unit/test_backend_ldap_pool.py,5,0,0,0,0,3,0,0,0,234
./OpenStack/keystone/keystone/tests/unit/test_backend_rules.py,0,0,0,0,0,0,0,0,0,63
./OpenStack/keystone/keystone/tests/unit/test_backend_sql.py,65,2,0,0,1,12,0,0,0,1494
./OpenStack/keystone/keystone/tests/unit/test_backend_templated.py,16,0,0,0,0,2,0,0,0,340
./OpenStack/keystone/keystone/tests/unit/test_cli.py,145,0,0,0,7,25,0,1,0,2070
./OpenStack/keystone/keystone/tests/unit/test_config.py,0,0,0,0,0,0,0,0,0,43
./OpenStack/keystone/keystone/tests/unit/test_contrib_ec2_core.py,48,0,0,0,0,3,0,0,0,212
./OpenStack/keystone/keystone/tests/unit/test_contrib_s3_core.py,15,0,0,0,0,1,0,0,0,237
./OpenStack/keystone/keystone/tests/unit/test_contrib_simple_cert.py,0,0,0,0,0,0,0,0,0,36
./OpenStack/keystone/keystone/tests/unit/test_driver_hints.py,2,0,0,0,0,0,0,0,0,60
./OpenStack/keystone/keystone/tests/unit/test_entry_points.py,0,0,0,0,0,0,0,0,0,33
./OpenStack/keystone/keystone/tests/unit/test_exception.py,5,0,0,0,1,3,0,0,0,301
./OpenStack/keystone/keystone/tests/unit/test_hacking_checks.py,0,0,0,0,4,0,0,0,0,109
./OpenStack/keystone/keystone/tests/unit/test_healthcheck.py,0,1,0,0,0,0,0,0,0,25
./OpenStack/keystone/keystone/tests/unit/test_ldap_livetest.py,2,0,0,0,1,2,0,0,0,208
./OpenStack/keystone/keystone/tests/unit/test_ldap_pool_livetest.py,2,0,1,0,0,2,0,0,0,201
./OpenStack/keystone/keystone/tests/unit/test_ldap_tls_livetest.py,5,0,0,0,0,1,0,0,0,115
./OpenStack/keystone/keystone/tests/unit/test_limits.py,173,1,0,0,1,11,0,0,0,1653
./OpenStack/keystone/keystone/tests/unit/test_middleware.py,26,0,1,0,0,2,0,0,0,755
./OpenStack/keystone/keystone/tests/unit/test_policy.py,0,1,0,0,1,2,0,0,0,246
./OpenStack/keystone/keystone/tests/unit/test_receipt_provider.py,0,0,0,0,0,0,0,0,0,82
./OpenStack/keystone/keystone/tests/unit/test_revoke.py,8,2,0,0,0,4,0,0,0,468
./OpenStack/keystone/keystone/tests/unit/test_shadow_users.py,20,1,0,0,1,1,0,0,0,205
./OpenStack/keystone/keystone/tests/unit/test_sql_banned_operations.py,14,0,0,0,1,0,0,0,0,280
./OpenStack/keystone/keystone/tests/unit/test_sql_upgrade.py,0,0,0,0,0,0,0,0,0,338
./OpenStack/keystone/keystone/tests/unit/test_token_provider.py,0,0,0,0,0,0,0,0,0,80
./OpenStack/keystone/keystone/tests/unit/test_url_middleware.py,0,0,0,0,0,0,0,0,0,66
./OpenStack/keystone/keystone/tests/unit/test_v3.py,61,0,5,0,1,7,0,4,1,1529
./OpenStack/keystone/keystone/tests/unit/test_v3_application_credential.py,71,0,0,0,0,2,0,0,0,550
./OpenStack/keystone/keystone/tests/unit/test_v3_assignment.py,289,10,4,0,5,34,0,0,0,4043
./OpenStack/keystone/keystone/tests/unit/test_v3_auth.py,434,0,0,0,9,25,0,0,0,5738
./OpenStack/keystone/keystone/tests/unit/test_v3_catalog.py,34,1,0,0,2,7,0,0,0,1026
./OpenStack/keystone/keystone/tests/unit/test_v3_credential.py,47,0,0,0,1,8,0,0,0,990
./OpenStack/keystone/keystone/tests/unit/test_v3_domain_config.py,106,2,0,0,1,8,0,0,0,1214
./OpenStack/keystone/keystone/tests/unit/test_v3_endpoint_policy.py,10,0,0,0,0,1,0,0,0,251
./OpenStack/keystone/keystone/tests/unit/test_v3_federation.py,326,3,6,0,10,29,0,0,0,5110
./OpenStack/keystone/keystone/tests/unit/test_v3_filters.py,23,0,0,0,2,5,0,0,0,850
./OpenStack/keystone/keystone/tests/unit/test_v3_identity.py,51,1,0,0,1,9,0,1,0,1296
./OpenStack/keystone/keystone/tests/unit/test_v3_oauth1.py,65,0,0,0,2,9,0,0,0,1199
./OpenStack/keystone/keystone/tests/unit/test_v3_oauth2.py,53,0,0,0,1,2,0,0,0,532
./OpenStack/keystone/keystone/tests/unit/test_v3_os_revoke.py,4,0,0,0,0,1,0,0,0,209
./OpenStack/keystone/keystone/tests/unit/test_v3_policy.py,0,0,0,0,0,0,0,0,0,72
./OpenStack/keystone/keystone/tests/unit/test_v3_resource.py,108,1,0,0,3,7,0,0,0,1883
./OpenStack/keystone/keystone/tests/unit/test_v3_trust.py,47,0,0,0,1,6,0,0,0,598
./OpenStack/keystone/keystone/tests/unit/test_validation.py,148,0,0,0,1,19,0,0,0,2911
./OpenStack/keystone/keystone/tests/unit/test_versions.py,24,0,0,0,4,2,0,0,1,942
./OpenStack/keystone/keystone/tests/unit/utils.py,0,0,2,0,0,1,0,0,0,111
./OpenStack/keystone/keystone/tests/unit/__init__.py,0,0,0,0,0,0,0,0,0,15
./OpenStack/keystone/keystone/token/providers/base.py,0,0,0,0,0,0,0,0,0,64
./OpenStack/keystone/keystone/token/providers/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/keystone/keystone/trust/backends/base.py,0,0,0,0,0,1,0,0,0,94
./OpenStack/keystone/keystone/trust/backends/sql.py,1,1,1,0,1,2,0,0,0,218
./OpenStack/keystone/keystone/trust/backends/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/neutron/neutron/agent/common/async_process.py,0,0,3,0,0,1,0,1,0,300
./OpenStack/neutron/neutron/agent/common/base_polling.py,0,0,0,0,1,0,0,0,0,62
./OpenStack/neutron/neutron/agent/common/ip_lib.py,0,0,0,0,0,0,0,0,0,31
./OpenStack/neutron/neutron/agent/common/ovsdb_monitor.py,0,0,1,0,0,1,0,0,0,171
./OpenStack/neutron/neutron/agent/common/ovs_lib.py,12,2,11,0,6,4,0,3,2,1455
./OpenStack/neutron/neutron/agent/common/placement_report.py,7,1,3,0,0,2,0,0,0,326
./OpenStack/neutron/neutron/agent/common/polling.py,0,1,1,0,0,0,0,0,0,92
./OpenStack/neutron/neutron/agent/common/resource_processing_queue.py,0,0,1,0,1,1,0,0,0,188
./OpenStack/neutron/neutron/agent/common/utils.py,0,0,1,0,0,0,0,0,1,158
./OpenStack/neutron/neutron/agent/common/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/neutron/neutron/agent/dhcp/agent.py,1,2,13,0,2,6,0,8,1,1124
./OpenStack/neutron/neutron/agent/dhcp/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/neutron/neutron/agent/l2/l2_agent_extensions_manager.py,1,0,0,0,0,0,0,0,0,60
./OpenStack/neutron/neutron/agent/l2/__init__.py,0,0,0,0,0,0,0,0,0,0
./OpenStack/neutron/neutron/agent/l3/agent.py,10,1,5,0,2,8,0,5,0,1075
./OpenStack/neutron/neutron/agent/l3/dvr.py,0,0,1,0,0,0,0,0,0,74
./OpenStack/neutron/neutron/agent/l3/dvr_edge_ha_router.py,0,0,4,0,0,0,0,0,0,156
./OpenStack/neutron/neutron/agent/l3/dvr_edge_router.py,7,0,10,0,0,1,0,1,0,409
./OpenStack/neutron/neutron/agent/l3/dvr_fip_ns.py,0,0,1,0,0,5,0,4,1,485
./OpenStack/neutron/neutron/agent/l3/dvr_local_router.py,26,1,11,0,0,2,0,4,2,923
./OpenStack/neutron/neutron/agent/l3/dvr_router_base.py,0,0,1,0,0,0,0,0,0,53
./OpenStack/neutron/neutron/agent/l3/dvr_snat_ns.py,0,0,0,0,0,0,0,0,1,61
./OpenStack/neutron/neutron/agent/l3/fip_rule_priority_allocator.py,0,0,1,0,0,0,0,0,0,56
./OpenStack/neutron/neutron/agent/l3/ha.py,0,0,1,0,1,1,0,0,1,266
./OpenStack/neutron/neutron/agent/l3/ha_router.py,0,0,5,0,1,1,0,0,0,548
./OpenStack/neutron/neutron/agent/l3/item_allocator.py,0,0,3,0,0,1,0,1,1,136
./OpenStack/neutron/neutron/agent/l3/keepalived_state_change.py,0,0,0,0,1,1,0,0,0,188
